software_name,cpe_uri,cpe_vendor,cpe_product,match_confidence,status,nvd_url,last_verified_date,deprecated_at,deprecated_reason,product_id,cpe_coverage_flag,data_quality_notes
PQChat Quantum-Safe Messaging,,,,,not_found,,,,,,,
PQClean,cpe:2.3:a:pqclean_project:pqclean:-:*:*:*:*:*:*:*,pqclean_project,pqclean,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=pqclean%20pqclean,2026-08-07,,,,,
pqcrypto,,,,,not_found,,,,,,,
pqcrypto Python Library,,,,,not_found,,,,,,,
PQCryptoLib-Core,,,,,not_found,,,,,,,
pqcscan,,,,,not_found,,,,,,,
pqctoday-kmip,,,,,not_found,,,,,,,
pqctoday-tpm,,,,,not_found,,,,,,,
pqm4,,,,,not_found,,,,,,,
PQMagic (Shanghai Jiao Tong University),,,,,not_found,,,,,,,
PQMicroLib-Core,,,,,not_found,,,,,,,
PQnet,,,,,not_found,,,,,,,
PQPerform-Lattice,,,,,not_found,,,,,,,
PQSecure libpqsecure-rs,,,,,not_found,,,,,,,
PQSecure Technologies HW IP,,,,,not_found,,,,,,,
PQSecure-Agility,,,,,not_found,,,,,,,
PQShield Core,,,,,not_found,,,,,,,
PQShield PQE2E Messaging SDK,,,,,not_found,,,,,,,
PQShield PQSDK,,,,,not_found,,,,,,,
Procivis One,,,,,not_found,,,,,,,
Project Eleven Solana PQC,,,,,not_found,,,,,,,
Prometheus,cpe:2.3:a:prometheus:prometheus:0.2.0:*:*:*:*:*:*:*,prometheus,prometheus,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=prometheus%20prometheus,2026-08-07,,,,,
Proofpoint Aegis,,,,,not_found,,,,,,,
Protect AI Guardian,,,,,not_found,,,,,,,
Proton Mail,,,,,not_found,,,,,,,
Proton Mail PQC OpenPGP,,,,,not_found,,,,,,,
Proton VPN,,,,,not_found,,,,,,,
PUFpqc,,,,,not_found,,,,,,,
Pure Storage Purity//FA 6.6,cpe:2.3:a:purestorage:purity\/\/fa:6.6.0:*:*:*:*:*:*:*,purestorage,purity\/\/fa,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=pure%20storage%20purity//fa%206.6,2026-08-07,,,,,
PuTTY,,,,,not_found,,,,,,,
PyCryptodome,,,,,not_found,,,,,,,
PyJWT,cpe:2.3:a:pyjwt_project:pyjwt:0.1.6:*:*:*:*:*:*:*,pyjwt_project,pyjwt,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=pyjwt%20pyjwt,2026-08-07,,,,,
Python ssl module (CPython stdlib),,,,,not_found,,,,,,,
Q-CORE Q-Scanner,,,,,not_found,,,,,,,
QAN XLINK PQC,,,,,not_found,,,,,,,
QApp PQC TLS Gateway (Russia),,,,,not_found,,,,,,,
QASM Cryptographic Module,,,,,not_found,,,,,,,
Qatar QC2 Quantum Center,,,,,not_found,,,,,,,
Qinvicta TwinStar,,,,,not_found,,,,,,,
QKDNetSim,,,,,not_found,,,,,,,
QNu Labs QShield,,,,,not_found,,,,,,,
QPKI,,,,,not_found,,,,,,,
QRL,,,,,not_found,,,,,,,
QRL 2.0 (Quantum Resistant Ledger),,,,,not_found,,,,,,,
Qrypt BLAST SDK,,,,,not_found,,,,,,,
Qrypt VPN for NVIDIA Jetson,,,,,not_found,,,,,,,
Qualcomm Snapdragon SPU,,,,,not_found,,,,,,,
Qualcomm Snapdragon Trusted Execution Environment,,,,,not_found,,,,,,,
Qualys Cloud Platform,cpe:2.3:a:qualys:private_cloud_platform:10.24.0.0:*:*:*:*:*:*:*,qualys,private_cloud_platform,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=qualys%20cloud%20platform,2026-08-07,,,,,
Quantinuum Quantum Origin,,,,,not_found,,,,,,,
Quantropi QiSpace STM32,,,,,not_found,,,,,,,
Quantum Bridge DSKE,,,,,not_found,,,,,,,
Quantum Corporation Cryptographic Module,,,,,not_found,,,,,,,
Quantum eMotion Sentry-Q,,,,,not_found,,,,,,,
Quantum Leap Africa (AIMS),,,,,not_found,,,,,,,
Quantum Secure Encryption Corp. QPA v2,,,,,not_found,,,,,,,
Quantum Xchange PhioTX,,,,,not_found,,,,,,,
Quantum Xchange Platform,,,,,not_found,,,,,,,
QuantumCTek PQC Chip,,,,,not_found,,,,,,,
QuintessenceLabs qSOC,,,,,not_found,,,,,,,
QuintessenceLabs qStream,,,,,not_found,,,,,,,
Quranium PQC Blockchain,,,,,not_found,,,,,,,
QuSecure QuProtect R3,,,,,not_found,,,,,,,
QuSecure QuProtect Tactical,,,,,not_found,,,,,,,
QVerse,,,,,not_found,,,,,,,
R3 Corda,cpe:2.3:a:r3:corda:4.1:*:*:*:open_source:*:*:*,r3,corda,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=r3%20corda,2026-08-07,,,,,
Radiant Logic Cryptographic Module for Java,,,,,not_found,,,,,,,
Rakuten Symphony (Symworld),,,,,not_found,,,,,,,
Rambus QSE IP,,,,,not_found,,,,,,,
Rapid7 InsightVM,cpe:2.3:a:rapid7:insightvm:6.4.31:*:*:*:*:*:*:*,rapid7,insightvm,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=rapid7%20insightvm,2026-08-07,,,,,
Realtek RTS5916,,,,,not_found,,,,,,,
Recorded Future,,,,,not_found,,,,,,,
Red Hat Ansible Automation Platform,cpe:2.3:a:redhat:ansible_automation_platform:1.2:*:*:*:*:*:*:*,redhat,ansible_automation_platform,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=red%20hat%20ansible%20automation%20platform,2026-08-07,,,,,
Red Hat Certificate System 11.0,,,,,not_found,,,,,,,
Red Hat Enterprise Linux 10 PQC,,,,,not_found,,,,,,,
Red Hat Enterprise Linux 10.2,,,,,not_found,,,,,,,
Red Hat Enterprise Linux 9,cpe:2.3:o:redhat:enterprise_linux:9.0:*:*:*:*:*:*:*,redhat,enterprise_linux,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=red%20hat%20enterprise%20linux%209,2026-08-07,,,,,
Red Hat Enterprise Linux 9.8,,,,,not_found,,,,,,,
Red Hat OpenShift,cpe:2.3:a:redhat:openshift:2.0.5:*:enterprise:*:*:*:*:*,redhat,openshift,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=red%20hat%20openshift,2026-08-07,,,,,
Red Hat OpenShift Service Mesh PQC,,,,,not_found,,,,,,,
Red Hat Trusted Artifact Signer,,,,,not_found,,,,,,,
Redis,,,,,not_found,,,,,,,
Renesas Veridify PQC for RA MCUs,,,,,not_found,,,,,,,
Resquant Crypto Accelerator,,,,,not_found,,,,,,,
Rocky Linux,cpe:2.3:o:rockylinux:rocky_linux:8.4:*:*:*:*:*:*:*,rockylinux,rocky_linux,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=rocky%20linux,2026-08-07,,,,,
Rosenpass,cpe:2.3:a:rosenpass:rosenpass:0.2.1:-:*:*:*:rust:*:*,rosenpass,rosenpass,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=rosenpass%20rosenpass,2026-08-07,,,,,
RPM Signing (rpm-sign),,,,,not_found,,,,,,,
Rubrik Security Cloud,,,,,not_found,,,,,,,
RustCrypto ml-dsa,,,,,not_found,,,,,,,
RustCrypto ml-kem,,,,,not_found,,,,,,,
RustCrypto SLH-DSA,,,,,not_found,,,,,,,
RustCrypto slh-dsa,,,,,not_found,,2026-07-14,2026-07-14,not in regen,,,
rustls,cpe:2.3:a:rustls_project:rustls:0.1.0:*:*:*:*:*:*:*,rustls_project,rustls,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=rustls%20rustls,2026-08-07,,,,,
SafeLogic CryptoComply,,,,,not_found,,,,,,,
SailPoint Identity Security Cloud,,,,,not_found,,,,,,,
SAML 2.0,cpe:2.3:a:samlify_project:samlify:2.0.0:*:*:*:*:*:*:*,samlify_project,samlify,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=saml%202.0,2026-08-07,,,,,
Samsung Knox Quantum-Safe,,,,,not_found,,,,,,,
Samsung Networks 5G Core,,,,,not_found,,,,,,,
Samsung S3SSE2A eSE,,,,,not_found,,,,,,,
Samsung SDS S-CAPE PQC Platform,,,,,not_found,,,,,,,
SandboxAQ AQtive Guard,,,,,not_found,,,,,,,
SandboxAQ Sandwich,,,,,not_found,,,,,,,
Sansec csmsc1 Cryptographic Module,,,,,not_found,,,,,,,
SAP Cryptographic Library,,,,,not_found,,,,,,,
SAP Cryptographic Library 8.6 PQC,,,,,not_found,,,,,,,
Saviynt Cryptographic Module,,,,,not_found,,,,,,,
Scality RING9,,,,,not_found,,,,,,,
SEALSQ QS7001,,,,,not_found,,,,,,,
SEALSQ Quantum Shield QS7001,,,,,not_found,,,,,,,
SEALSQ QVault TPM,,,,,not_found,,,,,,,
SECQAI Q-Locked TPM (Taiwan/TSMC),,,,,not_found,,,,,,,
Sectigo 2026 Predictions,,,,,not_found,,,,,,,
Sectigo Cert Manager 2026,,,,,not_found,,,,,,,
Sectigo Certificate Manager,,,,,not_found,,,,,,,
Sectigo Certificate Manager (SCM),,,,,not_found,,,,,,,
Secunet SINA PQC Components,,,,,not_found,,,,,,,
Secure-IC PQC Solutions,,,,,not_found,,,,,,,
Secure-IC Securyzr,,,,,not_found,,,,,,,
SecureMachines Prastaara Quantum Cryptographic Suite,,,,,not_found,,,,,,,
Securosys CloudHSM,,,,,not_found,,,,,,,
Securosys Primus CyberVault PQC,,,,,not_found,,,,,,,
Securosys Primus HSM,,,,,not_found,,,,,,,
Senetas CN7000 Series,,,,,not_found,,,,,,,
SeQUeNCe,,,,,not_found,,,,,,,
Sequoia-PGP PQC,,,,,not_found,,,,,,,
Sequre Quantum (Chile),,,,,not_found,,,,,,,
Session Protocol V2 PQC,,,,,not_found,,,,,,,
Shinewave Post-Quantum Cryptography Module for IoT Gateways,,,,,not_found,,,,,,,
Siemens SINEMA Remote Connect,cpe:2.3:a:siemens:sinema_remote_connect:-:*:*:*:*:*:*:*,siemens,sinema_remote_connect,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=siemens%20sinema%20remote%20connect,2026-08-07,,,,,
Signal,,,,,not_found,,,,,,,
Signiant Media Shuttle,,,,,not_found,,,,,,,
SignQuantum PQC E-Signature,,,,,not_found,,,,,,,
SignServer,,,,,not_found,,,,,,,
sigstore/cosign,,,,,not_found,,,,,,,
Silvus Crypto Module,,,,,not_found,,,,,,,
SimpleX Chat PQC,,,,,not_found,,,,,,,
Singtel Quantum-Safe Network,,,,,not_found,,,,,,,
SK Telecom 5G PQC SIM,,,,,not_found,,,,,,,
SL-FJA3 (SafeLogic FIPS Java API),,,,,not_found,,,,,,,
smallstep Certificate Authority,,,,,not_found,,,,,,,
SMAUG-T Reference Implementation,,,,,not_found,,,,,,,
Snort IDS/IPS,,,,,not_found,,,,,,,
SOC 2 (Quantum Trust Criteria),,,,,not_found,,,,,,,
SoftHSM2,,,,,not_found,,,,,,,
softhsmv3 (pqctoday-hsm fork),,,,,not_found,,,,,,,
Solana,cpe:2.3:a:solana:rbpf:0.2.14:*:*:*:*:*:*:*,solana,rbpf,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=solana%20solana,2026-08-07,,,,,
SolarWinds Java Cryptographic Library,,,,,not_found,,,,,,,
Sonatype Nexus,cpe:2.3:a:sonatype:nexus:2.7.1:*:*:*:*:*:*:*,sonatype,nexus,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=sonatype%20nexus,2026-08-07,,,,,
SonicWall NSa / TZ (SonicOS),,,,,not_found,,,,,,,
Sophos XGS,,,,,not_found,,,,,,,
SOPS (Secrets OPerationS),,,,,not_found,,,,,,,
SOTI MobiControl,,,,,not_found,,,,,,,
Sphereon SSI SDK,,,,,not_found,,,,,,,
Spherity CARO Pharma PQC,,,,,not_found,,,,,,,
SPHINCS+ Reference,,,,,not_found,,,,,,,
Splunk Enterprise,cpe:2.3:a:splunk:splunk:6.1.3:*:*:*:enterprise:*:*:*,splunk,splunk,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=splunk%20enterprise,2026-08-07,,,,,
Spring Security OAuth2,,,,,not_found,,,,,,,
SpruceID,,,,,not_found,,,,,,,
SQL Server TDE/Always Encrypted,,,,,not_found,,,,,,,
ssh-audit,,,,,not_found,,,,,,,
SSLyze,,,,,not_found,,,,,,,
ST33KTPM2X (STSAFE-TPM),,,,,not_found,,,,,,,
STMicroelectronics ST33KTPM,,,,,not_found,,,,,,,
STMicroelectronics ST54M Post-Quantum Security Chip,,,,,not_found,,,,,,,
STMicroelectronics X-CUBE-PQC,,,,,not_found,,,,,,,
strongSwan,cpe:2.3:a:strongswan:strongswan:2.1.2:*:*:*:*:*:*:*,strongswan,strongswan,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=strongswan%20strongswan,2026-08-07,,,,,
STSAFE-V100-TPM,,,,,not_found,,,,,,,
STV Post-Quantum Secure Drones,,,,,not_found,,,,,,,
Stytch Authentication Platform,,,,,not_found,,,,,,,
Sui,,,,,not_found,,,,,,,
SUPERCOP,,,,,not_found,,,,,,,
Surfshark,,,,,not_found,,,,,,,
Suricata IDS/IPS,,,,,not_found,,,,,,,
SUSE Linux Enterprise Server (SLES),cpe:2.3:o:suse:linux_enterprise_server:12:*:*:*:ltss:*:*:*,suse,linux_enterprise_server,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=suse%20linux%20enterprise%20server%20%28sles%29,2026-08-07,,,,,
SUSE Rancher Kubernetes Cryptographic Library,,,,,not_found,,,,,,,
SWIFT Quantum-Safe Messaging,,,,,not_found,,,,,,,
swtpm,cpe:2.3:a:swtpm_project:swtpm:0.7.0:-:*:*:*:*:*:*,swtpm_project,swtpm,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=swtpm%20swtpm,2026-08-07,,,,,
Syft,,,,,not_found,,,,,,,
Synopsys Agile PQC Public Key Accelerator (PKA),,,,,not_found,,,,,,,
Tailscale PQC,,,,,not_found,,,,,,,
TASS Crypto Engine (LMS),,,,,not_found,,,,,,,
TASS Crypto Engine (PQC),,,,,not_found,,,,,,,
Taurus SA,,,,,not_found,,,,,,,
tcpdump,,,,,not_found,,,,,,,
Tectia SSH (SSH.COM),,,,,not_found,,,,,,,
Telegram,cpe:2.3:a:telegram_desktop:telegram_desktop:0.10.19:*:*:*:*:*:*:*,telegram_desktop,telegram_desktop,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=telegram%20telegram,2026-08-07,,,,,
Teleport Access Platform,,,,,not_found,,,,,,,
Tellabs Panorama PON Manager Cryptographic Module,,,,,not_found,,,,,,,
Tenable Nessus Professional,,,,,not_found,,,,,,,
testssl.sh,,,,,not_found,,,,,,,
Thales 5G Quantum-Safe SIM,,,,,not_found,,,,,,,
Thales CipherTrust Cloud Key Manager,,,,,not_found,,,,,,,
Thales CipherTrust Data Security Platform,,,,,not_found,,,,,,,
Thales CipherTrust Manager,,,,,not_found,,,,,,,
Thales High Speed Encryptor (HSE),,,,,not_found,,,,,,,
Thales Luna Cloud HSM (DPoD),,,,,not_found,,,,,,,
Thales Luna HSM,,,,,not_found,,,,,,,
Thales Luna T-Series HSM,,,,,not_found,,,,,,,
Thales MISTRAL Encryptor,,,,,not_found,,,,,,,
Thales MultiApp 5.2 Premium PQC,,,,,not_found,,,,,,,
Thales payShield 10K,,,,,not_found,,,,,,,
The OpenSSL Corporation OpenSSL FIPS Provider,,,,,not_found,,,,,,,
Threema PQC,,,,,not_found,,,,,,,
Thunderbird PQC (OpenPGP),,,,,not_found,,,,,,,
TianoCore EDK2 (UEFI Firmware),,,,,not_found,,,,,,,
TII PQC Library (UAE),,,,,not_found,,,,,,,
TikTok PQC Data Protection,,,,,not_found,,,,,,,
Toppan PQC CARD,,,,,not_found,,,,,,,
TOPPAN SecureBridge HPKI PQC,,,,,not_found,,,,,,,
Tor Browser,cpe:2.3:a:tor_browser_the_short_guide_project:tor_browser_the_short_guide:0.1:*:*:*:*:android:*:*,tor_browser_the_short_guide_project,tor_browser_the_short_guide,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=tor%20browser,2026-08-07,,,,,
Toshiba Hardware Security Module PQC cryptographic library,,,,,not_found,,,,,,,
Toshiba Integrated PQC-QKD Platform,,,,,not_found,,,,,,,
Toshiba QKD System,,,,,not_found,,,,,,,
TQ42 Cryptography,,,,,not_found,,,,,,,
Traefik,,,,,not_found,,,,,,,
Traefik Proxy v3.5 Post-Quantum TLS,,,,,not_found,,,,,,,
Trail of Bits ml-dsa,,,,,not_found,,,,,,,
Trend Micro Java Crypto Module,,,,,not_found,,,,,,,
Trezor Safe 7 PQC,,,,,not_found,,,,,,,
TrustCloud Quantum Vault,,,,,not_found,,,,,,,
Trusty TEE,,,,,not_found,,,,,,,
tshark / Wireshark,,,,,not_found,,,,,,,
TUBITAK BILGEM PQC (Turkey),,,,,not_found,,,,,,,
Turkcell Nokia Quantum-Safe IPsec,,,,,not_found,,,,,,,
Tuta Mail,,,,,not_found,,,,,,,
Tutus Farist IEG,,,,,not_found,,,,,,,
U-Boot,,,,,not_found,,,,,,,
Ubuntu 24.04 LTS,,,,,not_found,,,,,,,
Ubuntu 26.04 LTS,,,,,not_found,,,,,,,
Uni-sentry SecIP-PQCHSM Secure Hardware,,,,,not_found,,,,,,,
UniSentry SecIC-HSM PQC Crypto Module,,,,,not_found,,,,,,,
Unisys ClearPath Forward,,,,,not_found,,,,,,,
Utimaco ESKM,,,,,not_found,,,,,,,
Utimaco Quantum Protect (Stateful Hash-Based Signature Module),,,,,not_found,,,,,,,
Utimaco Quantum Protect Suite,,,,,not_found,,,,,,,
Utimaco SecurityServer,cpe:2.3:h:utimaco:securityserver_cse:-:*:*:*:*:*:*:*,utimaco,securityserver_cse,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=utimaco%20securityserver,2026-08-07,,,,,
Utimaco uTrust HSM,,,,,not_found,,,,,,,
VanDyke SecureCRT 10.x,,,,,not_found,,,,,,,
Vector Informatik vSecPrim,,,,,not_found,,,,,,,
Veeam Data Platform v13,,,,,not_found,,,,,,,
Venafi CodeSign Protect,,,,,not_found,,,,,,,
Venafi TLS PQC Continuity,,,,,not_found,,,,,,,
Venafi TLS Protect,,,,,not_found,,,,,,,
Venafi Trust Protection Platform,,,,,not_found,,,,,,,
Veracode Platform,,,,,not_found,,,,,,,
VeraCrypt,cpe:2.3:a:veracrypt:veracrypt:1.14:*:*:*:*:*:*:*,veracrypt,veracrypt,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=veracrypt%20veracrypt,2026-08-07,,,,,
Veritas NetBackup 10.5,,,,,not_found,,2026-04-01,2026-07-11,not in regen,veritas-netbackup-10-5,cpe_not_found_pending_nvd,'Veritas NetBackup 10.5' not yet indexed in NVD CPE dictionary. PQC-specific products are emerging; re-verify when NVD CPE 2.3 coverage expands. Consider submitting CPE request via https://nvd.nist.gov/products/cpe/request-cpe
Veritas NetBackup 11 PQC,,,,,not_found,,,,,,,
Versa Networks SASE PQC,,,,,not_found,,,,,,,
VIAVI Observer Analyzer,,,,,not_found,,,,,,,
VIAVI TeraVM Security Test,,,,,not_found,,,,,,,
Virtru Data Protection,,,,,not_found,,,,,,,
VMware Avi Load Balancer PQC,,,,,not_found,,,,,,,
VMware ESXi 9.0,,,,,not_found,,,,,,,
VMware Horizon,cpe:2.3:a:vmware:horizon_view:6.2:*:*:*:*:*:*:*,vmware,horizon_view,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=vmware%20horizon,2026-08-07,,,,,
VMware Workspace ONE,cpe:2.3:a:vmware:workspace_one:2.5.1:*:*:*:*:iphone_os:*:*,vmware,workspace_one,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=vmware%20workspace%20one,2026-08-07,,,,,
Vodafone Quantum-Safe Network,,,,,not_found,,,,,,,
Vox Messenger PQC,,,,,not_found,,,,,,,
Vultr Cloud GPU,,,,,not_found,,,,,,,
walt.id,,,,,not_found,,,,,,,
WhatsApp,cpe:2.3:a:whatsapp:whatsapp:2.2.5:*:*:*:*:iphone_os:*:*,whatsapp,whatsapp,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=whatsapp%20whatsapp,2026-08-07,,,,,
WildFly (JBoss),,,,,not_found,,,,,,,
Wind River VxWorks,cpe:2.3:o:windriver:vxworks:6.4:*:*:*:*:*:*:*,windriver,vxworks,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=wind%20river%20vxworks,2026-08-07,,,,,
Windows 11,,,,,not_found,,,,,,,
Windows Server 2025,,,,,not_found,,,,,,,
Windscribe,cpe:2.3:a:windscribe:windscribe:1.81:*:*:*:*:*:*:*,windscribe,windscribe,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=windscribe%20windscribe,2026-08-07,,,,,
WinSCP PQC File Transfer,,,,,not_found,,,,,,,
Wire,,,,,not_found,,,,,,,
WireGuard,cpe:2.3:a:wireguard:wireguard:0.5.3:*:*:*:*:*:*:*,wireguard,wireguard,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=wireguard%20wireguard,2026-08-07,,,,,
wireguard-go,,,,,not_found,,,,,,,
WiSECURE CRYSTAL Library (ML-KEM and ML-DSA),,,,,not_found,,,,,,,
WISeSat PQC Constellation,,,,,not_found,,,,,,,
Wiz Cloud Security PQC,,,,,not_found,,,,,,,
wolfBoot,,,,,not_found,,,,,,,
wolfCrypt Post Quantum,,,,,not_found,,,,,,,
wolfSSH,cpe:2.3:a:wolfssh:wolfssh:1.4.7:*:*:*:*:*:*:*,wolfssh,wolfssh,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=wolfssh%20wolfssh,2026-08-07,,,,,
wolfSSL,cpe:2.3:a:wolfssl:wolfssl:3.6.6:*:*:*:*:*:*:*,wolfssl,wolfssl,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=wolfssl%20wolfssl,2026-08-07,,,,,
wolfTPM PQC,,,,,not_found,,,,,,,
X-CUBE-PQC (STM32 Post-Quantum Cryptographic Library),,,,,not_found,,,,,,,
Xiphera PQC IP Cores,,,,,not_found,,,,,,,
Xiphera XIP6110B,,,,,not_found,,,,,,,
Xiphera XIP6220B,,,,,not_found,,,,,,,
Xiphera xQlave,,,,,not_found,,,,,,,
XiPKI,,,,,not_found,,,,,,,
xmss-reference,,,,,not_found,,,,,,,
Yubico YubiHSM 2,cpe:2.3:a:yubico:yubihsm-shell:2.0.0:*:*:*:*:*:*:*,yubico,yubihsm-shell,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=yubico%20yubihsm%202,2026-08-07,,,,,
Zeek Network Analysis Framework,,,,,not_found,,,,,,,
ZeroTier Quantum,,,,,not_found,,,,,,,
Zerto 11.0,,,,,not_found,,,,,,,
Zodia Custody,,,,,not_found,,,,,,,
Zoom Compliance 2026,,,,,not_found,,,,,,,
Zscaler Internet Access (ZIA) Post-Quantum TLS,,,,,not_found,,,,,,,
Zscaler Zero Trust Exchange,,,,,not_found,,,,,,,
Zscaler ZTE,,,,,not_found,,,,,,,
