software_name,cpe_uri,cpe_vendor,cpe_product,match_confidence,status,nvd_url,last_verified_date
ARM TrustZone,,,,,not_found,,2026-04-01
Arqit 6WIND Telco PQC,,,,,not_found,,2026-04-01
Arqit Encryption Intelligence,,,,,not_found,,2026-04-01
Arqit QuantumCloud,,,,,not_found,,2026-04-01
Ascertia ADSS PKI Server,,,,,not_found,,2026-04-01
Ascertia ADSS Server/SAM,,,,,not_found,,2026-04-01
Ascertia ADSS Signing Server,,,,,not_found,,2026-04-01
ASUSTOR ADM 5.1 PQC,,,,,not_found,,2026-04-01
AsyncSSH,,,,,not_found,,2026-04-01
Auth0 (Okta Customer Identity),,,,,not_found,,2026-04-01
AUTOCRYPT PKI-Vehicles,,,,,not_found,,2026-04-01
Avalanche,,,,,not_found,,2026-04-01
AWS API Gateway PQC,,,,,not_found,,2026-04-01
AWS Application Load Balancer (ALB),,,,,not_found,,2026-04-01
AWS CloudHSM,,,,,not_found,,2026-04-01
AWS Identity and Access Management (IAM),,,,,not_found,,2026-04-01
AWS KMS,,,,,not_found,,2026-04-01
AWS KMS (Cloud Gateway),,,,,not_found,,2026-04-01
AWS Payments Cryptography PQC,,,,,not_found,,2026-04-01
AWS Private CA PQC,,,,,not_found,,2026-04-01
AWS s2n-tls,,,,,not_found,,2026-04-01
AWS Transfer Family,,,,,not_found,,2026-04-01
AWS-LC,cpe:2.3:a:amazon:aws-lc-sys:-:*:*:*:*:rust:*:*,amazon,aws-lc-sys,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=amazon%20aws-lc,2026-04-01
Azure AKS,,,,,not_found,,2026-04-01
Azure Dedicated HSM (Marvell LiquidSecurity),,,,,not_found,,2026-04-01
Azure DevOps,,,,,not_found,,2026-04-01
Azure Key Vault,,,,,not_found,,2026-04-01
Barracuda Email Protection,,,,,not_found,,2026-04-01
BERTEN MLDS-B235,,,,,not_found,,2026-04-01
BERTEN MLKE-B135,,,,,not_found,,2026-04-01
BIS Project Leap PQC,,,,,not_found,,2026-04-01
Bitcoin Core,cpe:2.3:a:bitcoincore:bitcoin_core:0.16.2:*:*:*:*:*:*:*,bitcoincore,bitcoin_core,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=bitcoin%20core,2026-04-01
BitGo,,,,,not_found,,2026-04-01
BitLocker (Windows),,,,,not_found,,2026-04-01
Bitvise SSH Server,,,,,not_found,,2026-04-01
Bitwarden,cpe:2.3:a:bitwarden:server:1.0.0:*:*:*:*:*:*:*,bitwarden,server,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=bitwarden%20bitwarden,2026-04-01
BoringSSL,cpe:2.3:a:google:chrome:0.2.149.29:*:*:*:*:*:*:*,google,chrome,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=google%20chrome,2026-04-01
Botan,cpe:2.3:a:botan_project:botan:1.10.0:*:*:*:*:*:*:*,botan_project,botan,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=botan%20botan,2026-04-01
Bouncy Castle C# .NET,,,,,not_found,,2026-04-01
Bouncy Castle C\# / Java,,,,,not_found,,2026-04-01
Bouncy Castle Java,cpe:2.3:a:bouncycastle:legion-of-the-bouncy-castle-java-crytography-api:1.36:*:*:*:*:*:*:*,bouncycastle,legion-of-the-bouncy-castle-java-crytography-api,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=bouncy%20castle%20java,2026-04-01
Bouncy Castle Java LTS,,,,,not_found,,2026-04-01
Brave Browser,cpe:2.3:a:brave:browser:1.9.56:*:*:*:*:android:*:*,brave,browser,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=brave%20browser,2026-04-01
Broadcom Avi (NSX ALB),,,,,not_found,,2026-04-01
Broadcom Emulex SecureHBA,,,,,not_found,,2026-04-01
Broadcom Symantec DLP,,,,,not_found,,2026-04-01
Broadcom Symantec SES,,,,,not_found,,2026-04-01
BSI PQC Recommendations,,,,,not_found,,2026-04-01
BTQ Bitcoin Quantum,,,,,not_found,,2026-04-01
BTQ Bitcoin Quantum Testnet,,,,,not_found,,2026-04-01
C-DOT Quantum CEM Encryptor,,,,,not_found,,2026-04-01
Caddy Server,,,,,not_found,,2026-04-01
Cardano,,,,,not_found,,2026-04-01
CAST KiviPQC-KEM,,,,,not_found,,2026-04-01
CATO Networks SASE,,,,,not_found,,2026-04-01
Cellcrypt PQC Communications,,,,,not_found,,2026-04-01
CentOS Stream,cpe:2.3:o:centos:stream:8:*:*:*:*:*:*:*,centos,stream,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=centos%20stream,2026-04-01
Check Point Quantum,cpe:2.3:h:checkpoint:quantum_security_management:-:*:*:*:*:*:*:*,checkpoint,quantum_security_management,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=check%20point%20quantum,2026-04-01
Checkmarx One,,,,,not_found,,2026-04-01
ChromeOS,,,,,not_found,,2026-04-01
Ciena WaveLogic 6 Extreme,,,,,not_found,,2026-04-01
Cilium Service Mesh PQC,,,,,not_found,,2026-04-01
CIQ Rocky Linux CAVP PQC,,,,,not_found,,2026-04-01
CircleCI,,,,,not_found,,2026-04-01
CISA PQC Migration Framework,,,,,not_found,,2026-04-01
Cisco ASA (Adaptive Security Appliance),cpe:2.3:o:cisco:adaptive_security_appliance_software:-:*:*:*:*:*:*:*,cisco,adaptive_security_appliance_software,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=cisco%20adaptive_security_appliance_software,2026-04-28
Cisco Catalyst 9500 PQC,,,,,not_found,,2026-04-01
Cisco Catalyst Center,,,,,not_found,,2026-04-01
Cisco Identity Services Engine (ISE),cpe:2.3:h:cisco:identity_services_engine:-:*:*:*:*:*:*:*,cisco,identity_services_engine,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=cisco%20identity%20services%20engine%20%28ise%29,2026-04-01
Cisco IOS XE PQC,cpe:2.3:o:cisco:ios_xe:-:*:*:*:*:*:*:*,cisco,ios_xe,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=cisco%20ios_xe,2026-04-28
Cisco IOS XR,cpe:2.3:o:cisco:ios_xr_for_crs-1:-:*:*:*:*:*:*:*,cisco,ios_xr_for_crs-1,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=cisco%20ios%20xr,2026-04-01
Cisco Meraki MX (Cloud-Managed Firewall),,,,,not_found,,2026-04-01
Cisco Secure Client (AnyConnect),,,,,not_found,,2026-04-01
Cisco Webex,cpe:2.3:a:cisco:webex_recording_format_player:27.21.10:*:*:*:*:*:*:*,cisco,webex_recording_format_player,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=cisco%20webex,2026-04-01
citadel_pqcrypto,,,,,not_found,,2026-04-01
Citrix ADC (NetScaler),,,,,not_found,,2026-04-01
Citrix CVAD,,,,,not_found,,2026-04-01
Citrix Virtual Apps and Desktops,cpe:2.3:a:citrix:virtual_apps_and_desktops:1903:*:*:*:ltsr:*:*:*,citrix,virtual_apps_and_desktops,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=citrix%20virtual%20apps%20and%20desktops,2026-04-01
Claroty Platform,,,,,not_found,,2026-04-01
Cloudflare CIRCL,cpe:2.3:a:cloudflare:circl:1.3.3:*:*:*:*:go:*:*,cloudflare,circl,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=cloudflare%20circl,2026-04-01
Cloudflare Edge Network,,,,,not_found,,2026-04-01
Cloudflare Zero Trust,,,,,not_found,,2026-04-01
CockroachDB Encryption,,,,,not_found,,2026-04-01
Codegic Khatim PKI Server,,,,,not_found,,2026-04-01
Codegic Khatim Sign Server,,,,,not_found,,2026-04-01
Cohesity DataCloud,,,,,not_found,,2026-04-01
Coinbase Custody,,,,,not_found,,2026-04-01
Commvault Cloud,,,,,not_found,,2026-04-01
Confluent Cloud Kafka PQC,,,,,not_found,,2026-04-01
Copper.co,,,,,not_found,,2026-04-01
coreboot,cpe:2.3:o:coreboot:coreboot:4.13:*:*:*:*:*:*:*,coreboot,coreboot,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=coreboot%20coreboot,2026-04-01
CoreDNS PQC DNSSEC,,,,,not_found,,2026-04-01
Cosmian covercrypt,,,,,not_found,,2026-04-01
Cosmos/Tendermint,,,,,not_found,,2026-04-01
Cranium AI Security Platform,,,,,not_found,,2026-04-01
CREDEBL,,,,,not_found,,2026-04-01
CrowdStrike Falcon,cpe:2.3:a:crowdstrike:falcon:6.31.14505.0:*:*:*:*:*:*:*,crowdstrike,falcon,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=crowdstrike%20falcon,2026-04-01
Crucible,,,,,not_found,,2026-04-01
Crypto Quantique QDID Platform,,,,,not_found,,2026-04-01
Crypto++ (cryptopp),,,,,not_found,,2026-04-01
Crypto4A QxEDGE,,,,,not_found,,2026-04-01
Crypto4A QxHSM,,,,,not_found,,2026-04-01
Crypto4A QxVault,,,,,not_found,,2026-04-01
Cryptomathic CKMS,,,,,not_found,,2026-04-01
Cryptomathic CrystalKey 360,,,,,not_found,,2026-04-01
CryptoNext COMPASS Network Probe,,,,,not_found,,2026-04-01
CryptoNext COMPASS Probe,,,,,not_found,,2026-04-01
CryptoNext Quantum-Safe Library,,,,,not_found,,2026-04-01
Cryptosense Analyzer,,,,,not_found,,2026-04-01
CryptPad PQC Collaboration,,,,,not_found,,2026-04-01
CRYSTALS Reference Implementations,,,,,not_found,,2026-04-01
curl PQC,,,,,not_found,,2026-04-01
CyberArk Conjur,cpe:2.3:a:cyberark:conjur_service_broker:-:*:*:*:*:pivotal_cloud_foundry:*:*,cyberark,conjur_service_broker,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=cyberark%20conjur,2026-04-01
Cyberint (Check Point),,,,,not_found,,2026-04-01
CZERTAINLY,,,,,not_found,,2026-04-01
Dashlane,cpe:2.3:a:dashlane:dashlane:-:*:*:*:*:windows:*:*,dashlane,dashlane,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=dashlane%20dashlane,2026-04-01
Debian 12 (Bookworm),cpe:2.3:o:debian:debian_linux:-:*:*:*:*:*:*:*,debian,debian_linux,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=debian%20debian_linux,2026-04-28
Delinea Secret Server,cpe:2.3:a:delinea:secret_server:10.9.000002:*:*:*:*:*:*:*,delinea,secret_server,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=delinea%20secret%20server,2026-04-01
Dell BSAFE Crypto Module for C,,,,,not_found,,2026-04-01
Dell BSAFE Crypto-J,cpe:2.3:a:dell:bsafe_crypto-j:-:*:*:*:*:*:*:*,dell,bsafe_crypto-j,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=dell%20bsafe%20crypto-j,2026-04-01
Dell PowerStore OS 4.0,,,,,not_found,,2026-04-01
DFNS,,,,,not_found,,2026-04-01
DigiCert CertCentral,,,,,not_found,,2026-04-01
DigiCert Device Trust Manager,,,,,not_found,,2026-04-01
DigiCert ONE,,,,,not_found,,2026-04-01
DigiCert SigningHub,,,,,not_found,,2026-04-01
DigiCert Software Trust Manager,,,,,not_found,,2026-04-01
DigiCert Trust Lifecycle Manager,,,,,not_found,,2026-04-01
DigiCert TrustCore SDK,,,,,not_found,,2026-04-01
Docker Engine 28.0,cpe:2.3:a:docker:docker:-:*:*:*:*:*:*:*,docker,docker,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=docker%20docker,2026-04-28
Dogtag Certificate System,cpe:2.3:a:dogtagpki:dogtagpki:-:*:*:*:*:*:*:*,dogtagpki,dogtagpki,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=dogtagpki%20dogtagpki,2026-04-28
Dragos Platform,cpe:2.3:a:dragos:dragos_platform:2.2.1:*:*:*:*:*:*:*,dragos,dragos_platform,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=dragos%20platform,2026-04-01
Druva Data Resiliency Cloud,,,,,not_found,,2026-04-01
DuckDuckGo Browser,,,,,not_found,,2026-04-01
Dyber QuantaTPM,,,,,not_found,,2026-04-01
Eclipse Jetty,cpe:2.3:a:eclipse:jetty:-:*:*:*:*:*:*:*,eclipse,jetty,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=eclipse%20jetty,2026-04-28
EJBCA,cpe:2.3:a:keyfactor:ejbca:-:*:*:*:*:*:*:*,keyfactor,ejbca,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=keyfactor%20ejbca,2026-04-28
Elastic Stack (ELK),,,,,not_found,,2026-04-01
Element (Matrix Protocol),,,,,not_found,,2026-04-01
Enquantum PQC Accelerator,,,,,not_found,,2026-04-01
Entrust Cryptographic Platform,,,,,not_found,,2026-04-01
Entrust Cryptographic Security Platform,,,,,not_found,,2026-04-01
Entrust Identity as a Service (IDaaS),,,,,not_found,,2026-04-01
Entrust KeyControl,,,,,not_found,,2026-04-01
Entrust nShield,cpe:2.3:h:entrust:nshield_5c:-:*:*:*:*:*:*:*,entrust,nshield_5c,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=entrust%20nshield,2026-04-01
Entrust PKI,,,,,not_found,,2026-04-01
Envoy Proxy,cpe:2.3:a:envoyproxy:envoy:1.13.6:*:*:*:*:*:*:*,envoyproxy,envoy,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=envoy%20proxy,2026-04-01
Ericsson Quantum-Safe 5G,,,,,not_found,,2026-04-01
ESCRYPT Automotive PQC Solutions,,,,,not_found,,2026-04-01
essendi xc,,,,,not_found,,2026-04-01
Ethereum (Geth),,,,,not_found,,2026-04-01
ETSI TS 104 105 Hybrid PQC Standard,,,,,not_found,,2026-04-01
EUDI Reference Wallet,,,,,not_found,,2026-04-01
EVERTRUST HORIZON,,,,,not_found,,2026-04-01
EVERTRUST STREAM,,,,,not_found,,2026-04-01
Eviden IDnomic PKI,,,,,not_found,,2026-04-01
Eviden PQC HSMaaS,,,,,not_found,,2026-04-01
Eviden Trustway Proteccio NetHSM,,,,,not_found,,2026-04-01
evolutionQ BasejumpQDN,,,,,not_found,,2026-04-01
evolutionQ BasejumpSKI,,,,,not_found,,2026-04-01
ExeQuantum,,,,,not_found,,2026-04-01
ExpressVPN Lightway,,,,,not_found,,2026-04-01
F5 ADSP PQC,,,,,not_found,,2026-04-01
F5 BIG-IP,cpe:2.3:h:f5:big-ip:-:*:*:*:*:*:*:*,f5,big-ip,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=f5%20big-ip,2026-04-01
Fastly Edge Cloud,,,,,not_found,,2026-04-01
Fastly PQC CDN,,,,,not_found,,2026-04-01
Fedora Linux,cpe:2.3:o:fedoraproject:fedora:-:*:*:*:*:*:*:*,fedoraproject,fedora,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=fedoraproject%20fedora,2026-04-28
FileVault (macOS),,,,,not_found,,2026-04-01
Fireblocks,,,,,not_found,,2026-04-01
FIS Modern Banking,,,,,not_found,,2026-04-01
Forcepoint DLP,,,,,not_found,,2026-04-01
Fortanix Data Security Manager,,,,,not_found,,2026-04-01
Fortanix PQC Central,,,,,not_found,,2026-04-01
Fortinet FortiAuthenticator,cpe:2.3:a:fortinet:fortiauthenticator:3.0.0:*:*:*:*:*:*:*,fortinet,fortiauthenticator,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=fortinet%20fortiauthenticator,2026-04-01
Fortinet FortiGate (FortiOS),cpe:2.3:o:fortinet:fortios:-:*:*:*:*:*:*:*,fortinet,fortios,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=fortinet%20fortios,2026-04-28
Fortinet FortiGate-Rugged,cpe:2.3:o:fortinet:fortios:-:*:*:*:*:*:*:*,fortinet,fortios,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=fortinet%20fortios,2026-04-28
Fortinet FortiManager,cpe:2.3:a:fortinet:fortimanager:-:*:*:*:*:*:*:*,fortinet,fortimanager,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=fortinet%20fortimanager,2026-04-28
Fortinet FortiOS,cpe:2.3:o:fortinet:fortios:4.3.10:*:*:*:*:*:*:*,fortinet,fortios,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=fortinet%20fortios,2026-04-01
Fortinet FortiWeb,cpe:2.3:a:fortinet:fortiweb:-:*:*:*:*:*:*:*,fortinet,fortiweb,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=fortinet%20fortiweb,2026-04-28
Forward Edge-AI Isidore Quantum,,,,,not_found,,2026-04-01
Forward Edge-AI Space Router,,,,,not_found,,2026-04-01
FreeBSD,cpe:2.3:o:freebsd:freebsd:-:*:*:*:*:*:*:*,freebsd,freebsd,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=freebsd%20freebsd,2026-04-28
FreeRTOS,,,,,not_found,,2026-04-01
FusionAuth,cpe:2.3:a:fusionauth:fusionauth:1.0.13:*:*:*:*:*:*:*,fusionauth,fusionauth,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=fusionauth%20fusionauth,2026-04-01
Futurex Cloud,,,,,not_found,,2026-04-01
Futurex CryptoHub,,,,,not_found,,2026-04-01
Futurex Vectera Plus,,,,,not_found,,2026-04-01
G+D Quantum-Safe SIM Platform,,,,,not_found,,2026-04-01
Garantir GaraTrust,,,,,not_found,,2026-04-01
General Dynamics Mission,,,,,not_found,,2026-04-01
Genua Quantum-Resistant VPN,,,,,not_found,,2026-04-01
Giesecke+Devrient PQC ID Card,,,,,not_found,,2026-04-01
GitHub Actions,cpe:2.3:a:github:runner:2.298.2:*:*:*:*:*:*:*,github,runner,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=github%20actions,2026-04-01
GitHub Copilot Security,,,,,not_found,,2026-04-01
GitHub SSH PQC,,,,,not_found,,2026-04-01
GitLab CI/CD,cpe:2.3:a:gitlab:gitlab:-:*:*:*:*:*:*:*,gitlab,gitlab,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=gitlab%20gitlab,2026-04-28
GlobalSign Atlas CLM,,,,,not_found,,2026-04-01
GlobalSign Digital Signing Service,,,,,not_found,,2026-04-01
Gmail / Google Workspace,,,,,not_found,,2026-04-01
GnuPG,cpe:2.3:a:gnupg:gnupg:-:*:*:*:*:*:*:*,gnupg,gnupg,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=gnupg%20gnupg,2026-04-28
GnuTLS,cpe:2.3:a:gnu:gnutls:-:*:*:*:*:*:*:*,gnu,gnutls,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=gnu%20gnutls,2026-04-01
Go stdlib crypto/mlkem,,,,,not_found,,2026-04-01
go-jose v4,,,,,not_found,,2026-04-01
Google ALTS,,,,,not_found,,2026-04-01
Google Chrome,cpe:2.3:a:google:chrome:0.2.149.29:*:*:*:*:*:*:*,google,chrome,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=google%20chrome,2026-04-01
Google Cloud CDN,,,,,not_found,,2026-04-01
Google Cloud HSM,,,,,not_found,,2026-04-01
Google Cloud KMS,,,,,not_found,,2026-04-01
Google Cloud KMS (Cloud Gateway),,,,,not_found,,2026-04-01
Google Cloud Platform (GCP),,,,,not_found,,2026-04-01
Google GKE,,,,,not_found,,2026-04-01
Google OpenTitan,,,,,not_found,,2026-04-01
Google Tink,cpe:2.3:a:google:tink:1.0.0:*:*:*:*:*:*:*,google,tink,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=google%20tink,2026-04-01
GPG Code Signing,,,,,not_found,,2026-04-01
GSMA PQ Telco Task Force,,,,,not_found,,2026-04-01
HAProxy,cpe:2.3:a:haproxy:haproxy:-:*:*:*:*:*:*:*,haproxy,haproxy,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=haproxy%20haproxy,2026-04-28
hash-sigs,,,,,not_found,,2026-04-01
HashiCorp Boundary,cpe:2.3:a:hashicorp:boundary:0.1.8:*:*:*:*:*:*:*,hashicorp,boundary,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=hashicorp%20boundary,2026-04-01
HashiCorp Consul Connect (Service Mesh),,,,,not_found,,2026-04-01
HashiCorp Vault,cpe:2.3:a:hashicorp:vault:0.1.0:*:*:*:*:*:*:*,hashicorp,vault,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=hashicorp%20vault,2026-04-01
HashiCorp Vault Transit,,,,,not_found,,2026-04-01
HiddenLayer Model Scanner,,,,,not_found,,2026-04-01
HIPAA (Quantum Security Rule),,,,,not_found,,2026-04-01
Hitachi DoMobile,,,,,not_found,,2026-04-01
HP Enterprise Printers PQC,,,,,not_found,,2026-04-01
HPE Alletra MP,,,,,not_found,,2026-04-01
HPE ProLiant Gen12,,,,,not_found,,2026-04-01
HQC Algorithm,,,,,not_found,,2026-04-01
Huawei PQC Network Security,,,,,not_found,,2026-04-01
Hyland OnBase,cpe:2.3:a:hyland:onbase:18.0.0.0:*:*:*:*:*:*:*,hyland,onbase,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=hyland%20onbase,2026-04-01
Hyperledger Aries (ACA-Py),,,,,not_found,,2026-04-01
Hyperledger Besu,,,,,not_found,,2026-04-01
Hyperledger Fabric,cpe:2.3:a:hyperledger:fabric:1.4.0:*:*:*:*:*:*:*,hyperledger,fabric,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=hyperledger%20fabric,2026-04-01
Hyperledger Fabric 3.0 PQC,,,,,not_found,,2026-04-01
I4P Trident HSM,,,,,not_found,,2026-04-01
IBM Aspera,,,,,not_found,,2026-04-01
IBM Cloud HSM (Utimaco),,,,,not_found,,2026-04-01
IBM Db2,cpe:2.3:a:ibm:db2:-:*:*:*:*:*:*:*,ibm,db2,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=ibm%20db2,2026-04-01
IBM Guardium Key Lifecycle Manager,,,,,not_found,,2026-04-01
IBM Guardium Quantum Safe,,,,,not_found,,2026-04-01
IBM Guardium Safe,,,,,not_found,,2026-04-01
IBM LinuxONE PQC,,,,,not_found,,2026-04-01
